area_sqft,bedrooms,bathrooms,year_built,garage_spaces,lot_size,overall_qual,distance_to_city_km,neighborhood,house_style,heating_type,has_pool,has_basement,central_air,sale_price
1049,2,2.5,1991,2,8719.0,5,2.0,Suburb_East,Single_Family,Electric,0,1,1,200917
1032,3,2.0,1980,2,,4,24.3,Downtown,Single_Family,Gas,0,0,1,197230
2628,6,3.0,2019,2,7989.0,4,3.6,Lakeside,Condo,Gas,0,1,1,381903
1880,1,2.5,1985,1,6227.0,8,14.9,Downtown,Single_Family,Electric,0,0,1,414670
2524,3,2.0,1982,1,8470.0,8,1.5,Suburb_North,Single_Family,,0,0,0,352198
1461,5,3.0,1975,1,8656.0,3,2.4,Suburb_North,Single_Family,Gas,0,1,0,229765
2260,4,4.0,1952,1,5205.0,9,4.1,Hillside,Single_Family,Oil,0,0,0,394077
2729,6,2.0,2014,1,4505.0,8,6.1,Suburb_West,Duplex,Gas,0,1,0,321377
2702,3,1.5,1990,1,7395.0,4,6.9,Suburb_South,Single_Family,Electric,0,0,1,277440
400,6,3.0,1960,0,9642.0,10,5.4,Hillside,Duplex,Gas,1,0,1,181722
1627,3,3.0,1997,0,7840.0,8,10.4,Downtown,Duplex,Electric,1,1,1,346985
2166,1,2.0,1986,1,4753.0,5,4.3,Suburb_East,Single_Family,Gas,0,1,1,314626
2084,3,4.0,1952,1,6969.0,4,1.0,Rural,Condo,Solar,1,1,1,178123
2177,4,2.0,1990,2,4945.0,6,15.8,Downtown,Duplex,Electric,0,1,1,344189
1397,4,2.5,2015,0,1000.0,8,9.1,Suburb_West,Townhouse,Gas,1,1,1,235072
2757,4,2.5,1983,0,8721.0,6,7.5,Lakeside,Single_Family,Electric,0,1,1,360348
1765,3,3.5,1976,2,9887.0,6,18.3,Lakeside,Townhouse,Gas,0,1,0,272849
2066,2,2.0,2023,1,13950.0,8,2.1,Suburb_East,Single_Family,,1,0,1,333700
1632,2,1.0,2007,2,7196.0,6,17.7,Lakeside,Condo,Gas,0,1,1,247879
2671,2,1.0,2005,3,3981.0,6,4.3,Downtown,Single_Family,Solar,1,1,0,501298
1716,3,1.0,1975,2,7745.0,9,5.3,Suburb_North,Duplex,Electric,1,1,1,268996
886,3,2.5,2001,0,4865.0,6,0.8,Rural,Townhouse,Gas,0,0,1,118046
836,6,3.0,1951,2,6446.0,10,7.6,Suburb_South,Single_Family,Electric,0,1,1,193176
717,5,2.0,2008,2,12914.0,8,0.8,Rural,Single_Family,Gas,1,0,1,164819
2158,3,3.0,1962,2,4402.0,6,6.1,Suburb_North,Condo,Gas,0,1,1,221209
2181,4,2.0,2006,2,3482.0,7,36.1,Downtown,Single_Family,Electric,1,1,1,505208
2512,2,2.5,1966,2,5983.0,8,0.5,Downtown,Single_Family,Oil,0,0,1,395361
1296,4,3.5,1977,2,8171.0,8,2.0,Downtown,Townhouse,Electric,0,0,0,270891
2030,3,1.5,1970,1,10851.0,5,4.3,Lakeside,Townhouse,Gas,0,1,0,282071
803,1,1.0,1967,2,6902.0,5,6.9,Downtown,Single_Family,Electric,0,1,1,170526
1542,4,2.5,1967,1,4554.0,3,27.9,Suburb_North,Townhouse,Gas,0,0,1,181092
1839,3,1.0,1972,1,9393.0,9,23.4,Hillside,Single_Family,Electric,0,1,1,337208
1065,4,2.0,1992,2,7484.0,6,0.5,Suburb_South,Single_Family,Electric,0,1,1,196566
1371,3,2.5,2014,3,10084.0,7,1.6,Downtown,Single_Family,Gas,0,1,1,350018
1615,2,2.0,2009,3,7146.0,6,2.1,Downtown,Townhouse,,0,0,1,309412
1813,5,3.5,1961,2,6900.0,7,1.1,Suburb_North,Single_Family,Oil,0,1,1,302753
2372,3,2.5,1998,0,2132.0,5,17.4,Suburb_South,Single_Family,Gas,0,0,1,217272
607,3,3.5,2000,1,7331.0,8,22.7,Downtown,Townhouse,Gas,0,1,1,188318
2113,3,2.0,1985,1,6459.0,10,21.6,Suburb_North,Condo,Electric,0,1,1,262373
2419,3,2.0,1959,2,4090.0,9,3.9,Suburb_South,Single_Family,Gas,0,1,0,332495
2567,3,2.0,1953,3,6255.0,6,29.3,Lakeside,Condo,Gas,1,0,1,313200
2142,2,3.5,1961,1,9419.0,4,0.5,Hillside,Single_Family,Gas,0,0,0,335388
556,3,1.0,2006,0,11168.0,1,0.5,Downtown,Single_Family,Gas,0,1,1,153980
2406,6,2.0,1968,1,,1,4.0,Hillside,Single_Family,Gas,0,1,0,293567
1553,2,2.0,1977,2,4659.0,3,2.0,Rural,Single_Family,Gas,0,0,0,123005
2248,6,3.0,1977,1,7997.0,4,6.7,Suburb_North,Townhouse,Electric,0,0,1,268699
2084,3,3.5,2023,2,,8,18.6,Downtown,Condo,Gas,0,0,1,315090
1426,4,2.0,1997,1,7349.0,5,6.4,Suburb_North,Condo,Electric,0,1,0,165787
1582,2,2.0,1987,2,3785.0,10,15.7,Lakeside,Single_Family,Electric,0,0,1,336506
1872,5,1.5,2000,2,10068.0,7,6.5,Suburb_North,Condo,Gas,1,0,1,250152
1859,5,2.0,1985,2,6048.0,3,11.5,Suburb_East,Single_Family,Electric,1,1,1,285250
1282,4,2.0,1966,1,11352.0,9,5.3,Suburb_West,Single_Family,Gas,0,1,1,282163
2635,1,3.5,1991,3,6435.0,8,7.1,Downtown,Single_Family,Electric,0,0,1,476091
1410,3,3.0,1991,2,5739.0,4,1.0,Downtown,Single_Family,Gas,0,1,1,323814
885,4,1.0,1979,0,9973.0,6,16.1,Lakeside,Townhouse,Electric,1,1,1,164281
956,1,3.0,1953,2,8320.0,4,9.3,Rural,Duplex,Gas,0,0,1,98682
2005,4,3.0,1979,1,6390.0,3,17.2,Hillside,Condo,Gas,0,1,1,246958
2098,3,2.0,1991,0,6593.0,6,11.0,Rural,Townhouse,Gas,0,1,1,188017
2112,2,2.5,2004,2,4254.0,6,7.4,Suburb_North,Single_Family,Electric,0,1,1,251008
2629,3,2.0,1952,3,3494.0,7,1.9,Downtown,Condo,Oil,0,1,0,383025
1548,2,2.5,2000,2,7643.0,6,6.4,Lakeside,Single_Family,Oil,0,0,1,285984
2357,3,2.0,2023,1,5061.0,10,6.9,Lakeside,Duplex,Electric,0,1,1,368223
1651,2,2.0,2022,2,6516.0,6,12.8,Hillside,Condo,Solar,0,0,0,227887
1880,2,2.5,1964,1,6016.0,7,10.9,Suburb_North,Townhouse,Gas,0,0,1,231831
1614,2,3.5,2015,2,7644.0,3,30.2,Lakeside,Townhouse,Electric,0,1,0,229429
1844,3,2.5,2016,0,11460.0,7,14.6,Suburb_South,Townhouse,Gas,0,0,1,238957
2718,3,3.5,1965,1,4165.0,5,16.8,Hillside,Townhouse,Solar,0,1,1,278954
1956,5,2.5,1998,2,8189.0,5,35.4,Suburb_North,Single_Family,Electric,0,1,0,287656
1696,3,1.0,1985,1,4048.0,7,13.1,Downtown,Single_Family,Gas,1,1,1,359642
1754,3,3.5,1959,1,5499.0,2,6.5,Lakeside,Single_Family,Gas,0,1,1,273184
1762,3,3.5,2019,2,2623.0,9,2.6,Suburb_South,Single_Family,Gas,1,0,1,310886
3114,3,3.0,1953,2,4008.0,7,11.9,Suburb_North,Single_Family,Electric,0,1,1,473633
1138,5,2.0,1964,1,7590.0,4,3.9,Lakeside,Single_Family,Oil,0,0,1,232536
2183,3,2.0,1976,2,7913.0,9,3.6,Suburb_North,Single_Family,Solar,0,1,1,298462
2083,3,3.5,1951,2,8756.0,3,19.9,Rural,Single_Family,Gas,0,0,1,188221
2039,3,3.0,2010,1,6684.0,8,20.2,Lakeside,Single_Family,Oil,0,1,1,414417
1858,4,4.0,1960,2,2677.0,5,1.2,Suburb_North,Single_Family,Gas,0,1,1,318853
1985,2,2.0,2015,2,8987.0,5,27.4,Suburb_East,Condo,Gas,0,1,0,219503
1286,4,3.0,2005,1,4295.0,5,1.8,Downtown,Townhouse,Gas,0,1,1,263248
2877,4,3.5,1973,1,6806.0,5,0.5,Suburb_South,Townhouse,Gas,0,0,0,319240
1646,4,1.5,1951,0,5805.0,9,4.5,Suburb_South,Townhouse,Gas,0,0,1,192243
2300,4,3.5,1996,1,6248.0,5,12.1,Suburb_West,Single_Family,Gas,0,0,1,356298
1999,4,2.0,1958,2,10171.0,7,4.0,Downtown,Condo,Electric,1,0,1,366177
2351,4,2.0,1989,0,6587.0,7,2.2,Lakeside,Townhouse,Gas,0,0,1,384772
1413,4,2.5,2015,2,9179.0,8,8.2,Suburb_South,Townhouse,Oil,0,0,0,229223
1523,2,2.0,2021,1,5653.0,6,31.1,Rural,Single_Family,Electric,0,0,1,142776
1841,3,2.5,1951,2,11700.0,4,10.1,Downtown,Condo,Electric,0,1,1,267774
1303,5,2.5,1982,0,3025.0,5,9.7,Lakeside,Duplex,Oil,1,1,1,255412
1634,4,2.5,1964,2,3035.0,5,15.8,Downtown,Condo,Gas,0,1,1,248735
2495,5,2.5,1984,2,8229.0,6,18.1,Suburb_East,Condo,Gas,0,0,0,223417
1452,2,1.0,1973,0,10284.0,8,2.0,Suburb_North,Single_Family,Electric,0,0,0,234023
2097,3,3.0,1995,2,7392.0,7,1.9,Lakeside,Single_Family,Electric,0,1,1,365489
970,3,2.5,2000,0,4056.0,8,1.2,Suburb_North,Single_Family,Gas,0,1,1,232241
2424,1,2.5,1967,3,8553.0,8,6.2,Suburb_East,Single_Family,Electric,0,0,1,355362
1198,3,3.0,1954,2,1919.0,8,0.5,Lakeside,Condo,Gas,0,1,1,204015
2214,4,2.0,1976,2,4045.0,9,1.4,Suburb_South,Single_Family,Gas,1,1,1,347510
2123,4,1.5,2017,0,6350.0,5,12.3,Suburb_East,Condo,Oil,0,1,0,228337
1581,4,3.0,1980,2,10072.0,9,12.6,Suburb_North,Single_Family,Gas,0,0,1,246151
2048,6,2.5,1984,1,5428.0,7,18.8,Suburb_South,Townhouse,Gas,0,0,1,234575
2853,2,2.5,2010,2,6235.0,5,1.0,Suburb_West,Townhouse,Oil,0,0,0,314495
2378,5,1.5,2023,0,10474.0,7,16.9,Suburb_East,Single_Family,Electric,0,1,1,359922
1440,3,1.5,1978,1,6714.0,7,15.9,Rural,Single_Family,Gas,0,0,1,157195
2101,3,4.0,2009,2,5032.0,4,7.6,Hillside,Single_Family,Gas,0,0,1,363610
1053,3,2.5,2006,2,5460.0,8,24.2,Downtown,Single_Family,Electric,0,0,1,295011
1714,1,2.0,2023,2,6380.0,9,51.0,Suburb_South,Single_Family,Oil,0,0,0,209753
2148,2,3.0,1963,2,9554.0,7,15.3,Lakeside,Single_Family,Gas,1,1,0,311619
1158,5,1.0,1963,2,4669.0,8,4.5,Suburb_South,Townhouse,Oil,0,1,1,145444
1791,4,1.5,1975,1,4342.0,8,14.2,Downtown,Townhouse,Electric,0,1,1,340938
1348,3,1.5,1987,1,8933.0,2,9.8,Suburb_South,Single_Family,Solar,0,1,1,168063
2938,4,2.0,1966,2,6172.0,5,3.4,Hillside,Condo,Gas,0,1,1,327597
4917,2,3.0,1994,2,4497.0,10,2.2,Suburb_North,Single_Family,Oil,0,0,1,854770
2005,6,4.0,2021,2,7349.0,5,10.5,Hillside,Single_Family,Electric,1,1,1,370662
1860,3,2.0,1976,2,8704.0,7,5.3,Lakeside,Townhouse,,0,1,1,298127
2337,3,1.5,1989,0,1000.0,5,25.1,Hillside,Townhouse,Electric,0,1,1,303451
1172,5,2.0,1964,2,5493.0,8,0.5,Lakeside,Single_Family,Gas,0,0,0,264139
1950,3,3.0,1979,2,8769.0,10,11.3,Suburb_South,Single_Family,Gas,0,0,1,283326
2688,6,2.5,1953,1,3141.0,3,2.2,Suburb_East,Condo,Gas,0,0,1,257502
2666,4,1.0,1953,2,5612.0,6,25.3,Suburb_East,Single_Family,Electric,1,1,0,303938
2739,3,1.0,1955,1,5471.0,9,7.8,Lakeside,Condo,Gas,0,1,1,283329
604,4,2.5,1954,2,5872.0,7,3.7,Suburb_West,Townhouse,Gas,0,0,0,112482
1290,3,3.0,1993,2,5626.0,5,45.8,Lakeside,Single_Family,Gas,0,1,1,220702
1246,2,1.5,1977,2,11678.0,6,34.7,Lakeside,Single_Family,Electric,0,0,1,242637
1786,3,3.5,2020,2,6551.0,8,6.3,Rural,Single_Family,Gas,0,1,1,256287
1126,3,1.5,2022,1,9197.0,10,3.0,Suburb_South,Condo,Gas,0,1,1,143527
3086,4,2.0,1967,1,5708.0,9,12.8,Suburb_South,Single_Family,Gas,0,0,1,320120
2045,4,2.0,2000,2,8873.0,4,17.0,Lakeside,Townhouse,Gas,0,0,0,334202
1611,3,3.0,2015,1,4974.0,4,1.4,Suburb_South,Single_Family,Electric,0,1,1,217981
2495,4,2.0,1993,1,6034.0,8,27.0,Downtown,Townhouse,Gas,0,0,1,370005
1163,2,3.0,1961,3,8302.0,7,18.2,Suburb_North,Single_Family,,0,0,1,225430
2291,3,1.0,2005,1,6540.0,6,0.5,Lakeside,Duplex,Gas,0,1,1,342682
2212,3,2.5,1991,0,9753.0,6,3.9,Suburb_East,Single_Family,Gas,0,1,1,249502
1712,3,3.0,1986,2,2477.0,9,12.5,Suburb_East,Townhouse,Electric,0,0,1,210471
2064,5,2.0,1996,2,7776.0,8,11.1,Lakeside,Single_Family,Oil,0,1,1,376504
2228,3,2.0,1976,1,,8,0.5,Lakeside,Townhouse,Gas,0,1,1,352497
1903,3,2.5,2001,0,7087.0,5,3.1,Suburb_West,Single_Family,Gas,0,1,1,339916
1151,3,2.0,1967,2,8711.0,10,1.7,Suburb_North,Single_Family,Gas,0,0,0,254711
1955,5,3.5,1987,1,5619.0,5,2.5,Suburb_West,Single_Family,Gas,0,0,1,291455
1003,3,3.0,1994,2,7755.0,7,8.7,Suburb_East,Condo,Gas,0,1,1,195232
678,2,1.5,1961,2,9083.0,5,3.2,Hillside,Duplex,Electric,0,0,1,134895
1199,3,2.5,1957,3,7345.0,6,43.4,Suburb_East,Single_Family,Electric,0,1,0,154406
2062,3,2.0,1981,2,5873.0,6,36.9,Hillside,Single_Family,Electric,0,1,1,362775
2504,2,2.5,1970,2,5899.0,4,2.3,Hillside,Single_Family,Electric,0,1,0,385013
1922,3,3.0,1966,3,9890.0,6,13.1,Lakeside,Single_Family,Gas,0,0,1,372211
1482,4,3.0,1968,2,6243.0,8,12.3,Rural,Townhouse,Electric,0,1,1,169044
2292,4,1.0,1999,2,6308.0,4,25.7,Suburb_East,Single_Family,Oil,0,1,1,276316
1385,2,2.5,2007,2,5044.0,6,30.3,Suburb_East,Townhouse,Electric,0,1,1,162319
1473,2,2.0,1959,2,9056.0,6,0.5,Suburb_South,Single_Family,Gas,0,1,1,185330
1479,2,4.0,1958,2,6681.0,7,5.0,Hillside,Single_Family,Gas,0,1,1,304321
1439,6,2.5,1980,0,10124.0,4,3.5,Suburb_South,Single_Family,Oil,0,1,1,206362
2017,3,3.5,1989,2,7359.0,6,2.7,Rural,Single_Family,Gas,0,1,1,217442
2209,5,2.5,2017,2,7802.0,8,6.0,Downtown,Single_Family,Gas,1,0,0,447056
1454,2,1.5,2019,2,8941.0,8,9.2,Lakeside,Single_Family,Gas,1,1,1,330958
1934,3,3.0,2013,1,5254.0,6,3.4,Hillside,Single_Family,Solar,0,1,1,461430
1508,3,3.5,2006,1,5480.0,8,0.6,Downtown,Single_Family,Gas,0,1,0,373835
1426,6,3.5,2016,2,10250.0,7,0.8,Suburb_North,Duplex,Gas,0,0,1,212712
1013,2,2.0,1967,0,8749.0,5,24.8,Suburb_North,Single_Family,Gas,0,0,1,150160
1485,3,2.0,1966,1,8540.0,7,3.3,Suburb_South,Single_Family,Gas,0,0,1,195203
2417,4,1.5,1953,2,3261.0,6,6.6,Downtown,Single_Family,Gas,0,1,1,477599
1890,2,2.0,1956,0,3738.0,6,12.1,Suburb_South,Condo,Gas,0,1,1,129459
1598,1,2.0,1989,2,4073.0,9,1.3,Rural,Single_Family,Gas,0,1,0,184348
1482,3,3.0,1952,2,3051.0,10,12.2,Hillside,Single_Family,Oil,0,1,1,267745
1648,6,2.5,1956,2,12365.0,3,2.7,Downtown,Condo,Electric,0,1,1,291220
2293,2,1.0,1971,1,6615.0,7,2.5,Suburb_West,Single_Family,Gas,0,0,1,226742
1743,4,3.0,1985,3,11020.0,7,16.8,Suburb_East,Townhouse,Gas,0,0,1,276130
1827,4,1.0,2002,0,5771.0,3,2.6,Lakeside,Single_Family,Gas,0,0,1,263260
1017,4,2.5,1974,1,4623.0,5,13.2,Suburb_South,Single_Family,Gas,0,0,1,151871
1518,2,3.0,1993,1,3483.0,2,7.9,Suburb_West,Single_Family,Gas,1,0,1,214416
1767,3,2.5,1973,2,3501.0,6,1.9,Suburb_South,Single_Family,Gas,0,0,1,229484
1808,2,2.0,2006,1,9418.0,9,4.9,Lakeside,Condo,Gas,1,1,1,323599
1255,6,3.5,2010,2,9602.0,6,9.3,Suburb_South,Townhouse,Electric,0,1,1,196138
1785,3,1.5,2002,2,6725.0,9,34.1,Suburb_South,Townhouse,Electric,1,0,1,215989
1986,2,2.5,2018,1,2134.0,6,3.1,Suburb_East,Single_Family,Oil,0,1,1,320007
1946,3,2.5,1988,2,3651.0,7,0.7,Downtown,Condo,Electric,0,0,0,249459
2361,5,2.0,1974,2,8577.0,7,1.2,Hillside,Townhouse,Gas,0,0,1,335945
2513,4,1.5,2003,0,6871.0,3,3.0,Rural,Single_Family,Oil,0,1,1,245499
1494,4,2.0,2000,2,4687.0,8,4.1,Suburb_East,Single_Family,Electric,0,0,1,253134
1689,2,3.5,1951,1,4823.0,2,18.9,Rural,Single_Family,Gas,0,1,1,153111
2135,5,2.5,1954,1,5743.0,6,3.0,Suburb_East,Condo,Gas,0,1,0,210985
2498,3,2.0,1960,1,10476.0,8,8.5,Suburb_North,Single_Family,Oil,1,1,1,353718
958,3,3.0,2019,0,5347.0,9,19.4,Downtown,Duplex,Gas,0,1,1,255248
972,3,3.0,1973,1,7488.0,5,25.8,Suburb_North,Single_Family,Gas,0,1,1,169405
2463,4,2.5,2023,2,3773.0,5,0.9,Suburb_North,Duplex,Gas,0,1,1,329709
947,4,2.0,1977,1,1000.0,5,0.5,Rural,Condo,Oil,0,0,1,87565
1842,4,4.0,1972,0,6353.0,8,3.1,Lakeside,Condo,Gas,0,0,1,291041
1925,3,2.5,1982,1,4960.0,10,22.9,Rural,Condo,Gas,0,1,1,162480
1780,3,2.0,2021,0,2146.0,9,10.0,Suburb_West,Condo,Electric,0,1,0,226888
719,4,3.5,2010,2,8971.0,10,9.1,Suburb_East,Condo,Electric,0,1,0,156159
1682,3,2.0,1961,3,6103.0,4,2.1,Lakeside,Single_Family,Gas,0,1,0,272567
400,6,2.5,1978,0,1798.0,7,16.5,Suburb_North,Townhouse,Electric,1,1,0,143769
2799,5,3.5,1960,1,8106.0,4,12.6,Lakeside,Townhouse,Gas,0,0,1,428387
2314,2,3.5,1974,3,9547.0,8,5.7,Suburb_West,Single_Family,Gas,0,1,1,362023
1916,3,2.5,2000,2,7080.0,6,1.9,Suburb_South,Single_Family,Electric,0,0,1,257304
1736,3,2.5,1970,2,7978.0,5,8.3,Lakeside,Duplex,Gas,0,1,1,243282
1333,1,2.5,2020,1,7705.0,10,16.4,Suburb_North,Condo,Gas,0,0,1,187051
1455,4,1.0,2018,1,7080.0,8,5.4,Downtown,Condo,Gas,0,1,1,241275
2125,5,2.0,1987,3,2548.0,5,2.8,Lakeside,Townhouse,Electric,0,1,1,330982
1476,4,2.5,1968,2,11980.0,7,3.0,Suburb_South,Townhouse,Electric,0,1,1,184386
880,3,3.0,1979,0,9663.0,9,18.5,Suburb_South,Single_Family,Oil,0,1,1,174656
2672,1,3.5,1963,2,13401.0,8,14.0,Lakeside,Duplex,Oil,0,1,1,368209
1866,4,3.0,2017,0,10656.0,8,7.8,Suburb_North,Single_Family,Gas,0,1,1,295000
1685,3,3.0,1961,1,6001.0,8,1.7,Suburb_North,Duplex,Gas,0,1,1,231469
1869,5,3.5,2007,2,10562.0,6,5.6,Suburb_South,Single_Family,Electric,1,1,1,342345
1667,5,2.0,1992,2,9463.0,6,8.2,Hillside,Single_Family,Gas,1,1,1,329039
942,2,2.5,1958,2,8494.0,4,6.4,Suburb_North,Single_Family,Gas,0,1,1,158728
2048,4,3.5,1966,3,9493.0,2,6.7,Suburb_South,Duplex,Gas,0,0,0,199553
1700,2,2.0,1972,0,9540.0,10,7.6,Suburb_North,Single_Family,Gas,0,1,1,320068
2108,3,1.5,2018,3,6236.0,7,3.9,Suburb_South,Single_Family,Gas,0,1,0,350091
1417,5,2.5,1974,2,5928.0,8,2.4,Suburb_North,Single_Family,Electric,0,1,1,256159
1809,5,2.0,1962,2,7694.0,7,3.7,Suburb_East,Single_Family,Gas,0,0,1,259413
1450,4,3.0,1999,2,5023.0,8,8.7,Suburb_West,Single_Family,Gas,0,1,1,296896
2432,3,3.0,1992,0,8093.0,6,7.8,Suburb_West,Townhouse,Gas,0,1,1,298753
1275,6,2.0,2017,2,6461.0,4,20.0,Hillside,Condo,Gas,1,1,1,234753
1521,2,3.0,2021,2,7875.0,8,2.7,Downtown,Single_Family,Gas,0,0,0,375571
772,4,3.0,2017,2,8006.0,1,3.8,Lakeside,Single_Family,Solar,0,0,1,145861
3080,4,2.0,1974,0,7894.0,9,14.6,Lakeside,Single_Family,Gas,0,0,1,435955
1583,2,2.5,1971,1,7145.0,10,26.9,Suburb_South,Single_Family,Electric,1,1,1,276049
1466,5,1.5,1960,2,5861.0,7,8.5,Downtown,Single_Family,Oil,0,0,0,283461
2231,4,2.0,1987,2,5749.0,6,4.1,Suburb_North,Condo,Gas,1,1,0,281654
2067,6,2.5,1982,1,7022.0,6,0.9,Suburb_East,Duplex,Gas,0,1,1,263406
1467,2,2.5,1955,2,9401.0,9,3.1,Suburb_West,Single_Family,Electric,0,1,1,272690
2194,4,2.5,1987,2,6105.0,7,11.5,Suburb_East,Townhouse,Solar,0,1,0,228521
2189,4,1.5,1956,0,12228.0,7,7.8,Suburb_East,Condo,Gas,1,1,1,254369
1219,4,2.5,1973,2,10420.0,7,10.2,Downtown,Single_Family,Gas,0,1,1,343214
1375,3,2.0,1954,0,5198.0,6,5.0,Rural,Townhouse,Gas,0,1,1,137033
1712,3,3.5,1950,1,10752.0,6,0.8,Rural,Single_Family,Electric,0,1,1,196695
2701,2,1.0,2015,3,6551.0,6,0.5,Downtown,Townhouse,Electric,0,0,1,409335
2428,1,2.0,2020,0,6539.0,7,1.3,Downtown,Single_Family,Gas,0,1,0,465352
2253,6,3.0,1973,0,7470.0,2,3.8,Hillside,Single_Family,Gas,0,1,1,347462
1919,4,2.5,2017,3,6627.0,10,3.4,Lakeside,Single_Family,Gas,0,1,0,387203
1424,4,1.5,1985,3,4935.0,9,6.6,Suburb_West,Duplex,Gas,0,1,1,197654
1161,4,2.5,2022,2,2312.0,9,5.3,Rural,Condo,Gas,0,1,1,147292
1873,3,2.0,1958,2,2686.0,8,2.0,Suburb_North,Single_Family,Electric,0,0,1,312924
3053,2,1.0,1979,1,,7,1.7,Suburb_North,Duplex,Electric,0,1,1,266096
2126,4,2.0,1998,0,12492.0,6,13.8,Suburb_North,Condo,Gas,0,1,1,243484
1841,4,2.5,1998,2,6483.0,6,1.9,Lakeside,Single_Family,Oil,0,1,1,370840
1789,2,2.5,1989,2,1368.0,6,7.5,Downtown,Duplex,Gas,0,1,1,273247
2165,4,1.5,1999,2,5612.0,4,22.6,Lakeside,Condo,Gas,1,0,0,256205
1307,4,3.0,1991,2,3296.0,7,2.2,Downtown,Duplex,Electric,0,1,1,320825
576,3,2.5,1992,1,9018.0,6,10.3,Suburb_South,Single_Family,Gas,0,0,1,147824
2620,3,2.0,2008,1,8768.0,9,2.8,Downtown,Townhouse,Gas,0,0,1,481151
1658,4,1.5,1982,0,7072.0,5,1.6,Suburb_South,Duplex,Gas,0,0,0,188328
1931,3,2.5,1984,2,6416.0,8,3.3,Suburb_South,Duplex,Electric,0,0,1,215291
1829,3,3.5,1970,1,4938.0,8,1.8,Suburb_West,Single_Family,Gas,0,1,1,301290
1919,3,3.0,1951,2,6256.0,8,2.5,Downtown,Duplex,Electric,0,0,0,320532
2574,5,2.0,1993,0,7855.0,4,3.9,Suburb_South,Condo,Electric,0,1,1,181904
1603,4,2.0,1952,0,5128.0,5,0.5,Suburb_West,Condo,Oil,0,1,1,178061
2430,4,2.0,1979,1,6450.0,5,8.9,Lakeside,Condo,Electric,0,1,1,285840
1772,5,3.0,1968,1,8370.0,8,7.2,Suburb_East,Duplex,Electric,0,0,1,229232
1996,1,2.5,1959,1,4253.0,6,6.7,Suburb_North,Single_Family,Gas,0,0,1,304619
2879,2,2.0,1954,0,7133.0,9,5.1,Downtown,Townhouse,Gas,0,1,1,475720
1939,3,1.5,1988,2,8244.0,6,1.0,Suburb_South,Single_Family,Oil,0,1,1,228575
1993,2,1.5,1982,2,7195.0,5,3.7,Suburb_South,Single_Family,Electric,1,1,1,267215
2525,3,2.0,1988,2,7424.0,7,1.2,Downtown,Townhouse,Gas,1,1,0,460788
803,3,3.0,1970,2,6889.0,5,0.5,Lakeside,Single_Family,Oil,0,0,0,202194
2003,1,3.5,1990,2,7923.0,7,1.1,Downtown,Duplex,Electric,0,0,1,255605
955,4,2.5,1977,2,10498.0,2,12.5,Suburb_South,Single_Family,Electric,0,0,1,129984
1377,3,2.0,2006,1,4711.0,4,6.0,Rural,Condo,Gas,0,1,1,99156
1151,3,2.0,1988,2,2517.0,7,1.5,Hillside,Townhouse,Electric,0,0,0,217293
1547,3,2.0,1972,2,6139.0,8,2.0,Suburb_East,Condo,Gas,0,1,0,168478
1490,3,3.0,2013,3,8125.0,6,2.1,Suburb_North,Duplex,Gas,1,1,1,253879
1657,2,1.5,1958,1,6851.0,7,10.1,Suburb_West,Single_Family,Oil,0,0,1,240229
1544,5,3.0,2001,2,9993.0,6,1.9,Suburb_North,Single_Family,Gas,0,1,1,292225
1686,3,1.0,1987,0,9033.0,6,7.6,Suburb_South,Single_Family,Electric,0,1,1,257360
1434,6,2.0,1993,2,9182.0,8,8.1,Suburb_South,Townhouse,Electric,0,1,0,223498
2058,2,2.0,2015,1,5178.0,8,20.9,Downtown,Single_Family,Gas,0,1,1,375570
1779,2,2.5,1983,2,,7,6.0,Suburb_North,Duplex,Gas,0,1,0,221992
695,3,2.5,1976,2,4120.0,9,19.3,Suburb_North,Single_Family,Gas,1,0,1,177679
1590,3,3.5,1988,1,8509.0,6,12.6,Rural,Single_Family,Gas,0,1,1,215897
993,3,2.5,1992,2,8081.0,8,40.1,Lakeside,Townhouse,Electric,0,0,1,154225
2251,4,2.5,1966,0,7315.0,7,2.6,Rural,Single_Family,Gas,1,0,1,234826
1808,3,2.0,1960,1,5735.0,7,1.1,Suburb_East,Single_Family,Gas,0,1,1,224479
807,5,2.5,1971,3,6441.0,2,5.7,Suburb_North,Condo,Solar,0,0,0,112830
1336,3,4.0,2016,1,3826.0,8,5.3,Downtown,Single_Family,Gas,1,0,1,349160
1536,4,3.5,1964,3,9246.0,5,36.8,Hillside,Single_Family,Gas,0,1,1,280079
1836,4,2.0,1954,1,8296.0,6,2.9,Suburb_South,Townhouse,Gas,0,1,1,211661
1499,5,2.0,1988,1,4182.0,7,5.7,Suburb_South,Townhouse,Gas,0,1,1,201314
3179,4,2.0,1997,1,9672.0,9,2.2,Hillside,Single_Family,Gas,0,0,1,540923
1972,5,3.0,1995,2,13667.0,1,2.6,Suburb_East,Condo,Solar,0,1,1,200914
1524,3,2.0,1979,0,7110.0,3,0.5,Lakeside,Single_Family,Gas,0,1,1,281237
2033,2,3.5,1953,1,6218.0,1,8.5,Lakeside,Townhouse,Solar,0,1,1,231389
575,6,1.0,2017,2,5370.0,8,10.3,Lakeside,Townhouse,Gas,0,0,0,181604
